Champion,wr,wrdelta,rankwr,Pick Rate,Ban Rate,PBI Index,PBIno,lane,games,rank,wrdiff
Shen,47.53,-1.55,48.83,2.15,0.66,-3.0,-2.307692307692313,top lane,24277,BRONZE,-1.2999999999999972
Tristana,47.28,-1.05,48.83,7.47,4.02,-12.0,-7.741935483870982,bottom lane,84318,BRONZE,-1.5499999999999972
Maokai,50.16,-1.24,48.83,2.42,0.36,3.0,2.2556390977443637,support lane,27307,BRONZE,1.3299999999999983
Rengar,43.27,-0.3,48.83,2.11,1.18,-12.0,-2.1582733812949657,jungle lane,23776,BRONZE,-5.559999999999995
Zilean,49.36,-1.6,48.83,1.16,0.40,1.0,1.8867924528301847,support lane,13064,BRONZE,0.5300000000000011
Kalista,45.72,-1.47,48.83,1.20,0.44,-4.0,-1.2861736334405147,bottom lane,13599,BRONZE,-3.1099999999999994
Zeri,45.4,-0.47,48.83,1.36,0.23,-5.0,-1.457725947521866,bottom lane,15365,BRONZE,-3.4299999999999997
Nidalee,41.93,-0.79,48.83,0.84,0.26,-6.0,-0.8695652173913045,jungle lane,9431,BRONZE,-6.899999999999999
Jayce,44.89,-1.04,48.83,1.52,1.05,-6.0,-1.5228426395939094,top lane,17156,BRONZE,-3.9399999999999977
Senna,47.6,-1.43,48.83,4.42,1.21,-6.0,-4.878048780487817,support lane,49935,BRONZE,-1.2299999999999969
Qiyana,43.78,-0.8,48.83,1.24,0.30,-6.0,-1.1881188118811887,middle lane,14036,BRONZE,-5.049999999999997
Malzahar,51.13,-1.88,48.83,8.09,20.08,23.0,9.999999999999982,middle lane,91348,BRONZE,2.3000000000000043
Hecarim,43.34,-0.15,48.83,2.39,0.63,-13.0,-2.3679417122040096,jungle lane,27024,BRONZE,-5.489999999999995
Darius,46.13,-1.4,48.83,9.14,17.65,-30.0,-11.111111111111128,top lane,103257,BRONZE,-2.6999999999999957
Sylas,46.92,-0.9,48.83,6.59,9.89,-14.0,-7.329842931937186,middle lane,74453,BRONZE,-1.9099999999999966
Pyke,46.94,-0.95,48.83,6.80,15.19,-15.0,-7.936507936507934,support lane,76745,BRONZE,-1.8900000000000006
Akali,46.74,-0.98,48.83,9.59,16.33,-24.0,-11.483253588516767,middle lane,108335,BRONZE,-2.0899999999999963
Ornn,49.4,-1.05,48.83,2.57,0.62,1.0,1.7543859649122797,top lane,29070,BRONZE,0.5700000000000003
Shaco,46.96,-1.31,48.83,6.47,32.09,-18.0,-9.625668449197875,jungle lane,73048,BRONZE,-1.8699999999999974
Swain,49.58,-1.81,48.83,5.78,7.62,5.0,6.666666666666667,support lane,65224,BRONZE,0.75
Rumble,46.33,-1.24,48.83,1.48,0.56,-4.0,-1.6,top lane,16716,BRONZE,-2.5
Katarina,46.86,-1.38,48.83,4.81,5.55,-10.0,-5.076142131979698,middle lane,54269,BRONZE,-1.9699999999999989
Volibear,49.8,-0.85,48.83,4.61,4.53,5.0,5.154639175257738,jungle lane,52046,BRONZE,0.9699999999999989
Fiora,46.6,-0.65,48.83,2.29,1.84,-5.0,-2.2421524663677164,top lane,25895,BRONZE,-2.229999999999997
Udyr,47.9,-1.36,48.83,1.45,0.46,-1.0,-1.0752688172043015,jungle lane,16383,BRONZE,-0.9299999999999997
Riven,43.61,-1.21,48.83,1.87,0.54,-10.0,-1.9157088122605368,top lane,21090,BRONZE,-5.219999999999999
Bard,46.18,-0.83,48.83,1.90,0.62,-5.0,-1.8867924528301896,support lane,21471,BRONZE,-2.6499999999999986
Lulu,46.95,-0.97,48.83,3.46,2.12,-7.0,-3.7234042553191578,support lane,39075,BRONZE,-1.8799999999999955
Zac,47.87,-1.41,48.83,1.50,0.41,-1.0,-1.0416666666666659,jungle lane,16922,BRONZE,-0.9600000000000009
Poppy,49.63,-1.17,48.83,1.40,0.69,1.0,1.2499999999999933,support lane,15856,BRONZE,0.8000000000000043
Fiddlesticks,47.93,-1.1,48.83,1.92,0.67,-2.0,-2.222222222222226,jungle lane,21669,BRONZE,-0.8999999999999986
Blitzcrank,48.3,-0.96,48.83,6.94,15.93,-4.0,-7.547169811320739,support lane,78358,BRONZE,-0.5300000000000011
Fizz,49.93,-1.25,48.83,5.97,11.68,7.0,6.363636363636355,middle lane,67396,BRONZE,1.1000000000000014
Aatrox,45.94,-0.7,48.83,3.97,5.88,-12.0,-4.152249134948096,top lane,44868,BRONZE,-2.8900000000000006
Janna,47.81,-0.59,48.83,0.91,0.15,-1.0,-0.9803921568627489,support lane,10297,BRONZE,-1.019999999999996
Syndra,48.12,-1.4,48.83,2.04,1.62,-1.0,-1.4084507042253505,middle lane,23042,BRONZE,-0.7100000000000009
Orianna,45.67,-1.64,48.83,2.10,0.61,-7.0,-2.215189873417724,middle lane,23759,BRONZE,-3.1599999999999966
Kindred,45.26,-1.26,48.83,2.75,0.65,-10.0,-2.8011204481792715,jungle lane,31073,BRONZE,-3.5700000000000003
Sejuani,49.21,-1.88,48.83,1.75,0.24,1.0,2.6315789473684035,jungle lane,19782,BRONZE,0.38000000000000256
Zaahen,46.51,-1.38,48.83,2.09,1.99,-5.0,-2.155172413793103,top lane,23641,BRONZE,-2.3200000000000003
LeBlanc,46.45,-1.3,48.83,3.24,10.60,-9.0,-3.7815126050420242,middle lane,36636,BRONZE,-2.3799999999999955
Ivern,45.77,0.09,48.83,0.58,0.26,-2.0,-0.6535947712418311,jungle lane,6535,BRONZE,-3.059999999999995
Wukong,49.17,-1.24,48.83,2.20,0.50,1.0,2.9411764705882057,jungle lane,24827,BRONZE,0.3400000000000034
Nasus,49.23,-1.61,48.83,5.26,4.43,2.0,5.000000000000018,top lane,59411,BRONZE,0.3999999999999986
Twisted Fate,46.62,-1.1,48.83,1.79,0.25,-4.0,-1.809954751131221,middle lane,20166,BRONZE,-2.210000000000001
Neeko,47.38,-0.59,48.83,3.90,1.79,-6.0,-4.13793103448277,support lane,44078,BRONZE,-1.4499999999999957
Aurora,46.92,-1.15,48.83,2.66,1.72,-5.0,-2.6178010471204236,middle lane,30032,BRONZE,-1.9099999999999966
Alistar,48.13,-1.15,48.83,2.04,0.87,-1.0,-1.4285714285714373,support lane,23071,BRONZE,-0.6999999999999957
Nunu & Willump,47.31,-0.89,48.83,2.19,0.49,-3.0,-1.973684210526321,jungle lane,24679,BRONZE,-1.519999999999996
Cho'Gath,48.69,-1.22,48.83,3.20,1.41,0.0,0.0,top lane,36192,BRONZE,-0.14000000000000057
Galio,48.35,-1.12,48.83,3.10,1.79,-2.0,-4.166666666666694,middle lane,35043,BRONZE,-0.4799999999999969
Camille,43.59,-1.08,48.83,0.97,0.43,-5.0,-0.9541984732824437,top lane,11007,BRONZE,-5.239999999999995
Vi,48.55,-1.74,48.83,4.59,0.84,-1.0,-3.571428571428557,jungle lane,51836,BRONZE,-0.28000000000000114
Taliyah,44.03,-0.78,48.83,0.63,0.10,-3.0,-0.6250000000000003,middle lane,7088,BRONZE,-4.799999999999997
Braum,48.84,-1.13,48.83,4.63,1.94,0.0,0.0,support lane,52235,BRONZE,0.010000000000005116
Hwei,48.35,-1.35,48.83,2.42,1.07,-1.0,-2.083333333333347,middle lane,27291,BRONZE,-0.4799999999999969
Zoe,44.7,-1.04,48.83,2.68,2.51,-11.0,-2.6634382566585986,middle lane,30271,BRONZE,-4.1299999999999955
Rakan,47.25,-1.43,48.83,2.04,0.30,-3.0,-1.898734177215192,support lane,23055,BRONZE,-1.5799999999999983
Evelynn,46.73,-0.63,48.83,2.24,1.27,-5.0,-2.380952380952379,jungle lane,25331,BRONZE,-2.1000000000000014
Heimerdinger,49.26,-1.18,48.83,2.91,8.33,1.0,2.3255813953488387,top lane,32812,BRONZE,0.4299999999999997
Akshan,46.23,-1.05,48.83,1.58,1.30,-4.0,-1.5384615384615377,middle lane,17803,BRONZE,-2.6000000000000014
Gwen,46.67,-0.82,48.83,2.43,1.82,-5.0,-2.3148148148148184,top lane,27497,BRONZE,-2.1599999999999966
Kassadin,47.69,-1.0,48.83,1.05,0.53,-1.0,-0.8771929824561399,middle lane,11836,BRONZE,-1.1400000000000006
Trundle,49.28,-1.28,48.83,2.43,1.02,1.0,2.222222222222208,top lane,27479,BRONZE,0.45000000000000284
Renata Glasc,47.95,-1.63,48.83,0.55,0.15,0.0,0.0,support lane,6258,BRONZE,-0.8799999999999955
Cassiopeia,45.09,-1.75,48.83,0.99,0.73,-4.0,-1.0695187165775415,middle lane,11129,BRONZE,-3.739999999999995
Renekton,48.37,-1.2,48.83,4.41,2.77,-2.0,-4.3478260869565135,top lane,49759,BRONZE,-0.46000000000000085
Ryze,45.39,-2.26,48.83,1.76,0.46,-6.0,-1.744186046511629,middle lane,19924,BRONZE,-3.4399999999999977
Tahm Kench,48.6,-1.24,48.83,4.52,6.14,-1.0,-4.347826086956581,support lane,50992,BRONZE,-0.22999999999999687
K'Sante,44.16,-0.97,48.83,2.06,1.04,-10.0,-2.1413276231263376,top lane,23315,BRONZE,-4.670000000000002
Annie,48.03,-1.16,48.83,2.26,0.99,-2.0,-2.500000000000009,middle lane,25503,BRONZE,-0.7999999999999972
Yuumi,46.4,4.12,48.83,4.24,2.59,-11.0,-4.526748971193416,support lane,47895,BRONZE,-2.4299999999999997
Quinn,45.18,-0.99,48.83,1.47,1.24,-5.0,-1.3698630136986307,top lane,16652,BRONZE,-3.6499999999999986
Vex,48.23,-0.97,48.83,4.69,4.70,-3.0,-4.9999999999999885,middle lane,52953,BRONZE,-0.6000000000000014
Kennen,44.88,-0.88,48.83,1.51,1.07,-6.0,-1.5189873417721536,top lane,17073,BRONZE,-3.9499999999999957
Gragas,43.81,-0.53,48.83,1.20,0.27,-6.0,-1.195219123505977,top lane,13514,BRONZE,-5.019999999999996
Mel,46.85,-1.13,48.83,6.78,40.55,-23.0,-11.616161616161634,middle lane,76538,BRONZE,-1.9799999999999969
Azir,43.81,-0.96,48.83,1.43,0.49,-7.0,-1.3944223107569733,middle lane,16196,BRONZE,-5.019999999999996
Gnar,45.94,-1.09,48.83,2.23,0.68,-6.0,-2.076124567474048,top lane,25214,BRONZE,-2.8900000000000006
Karthus,43.38,-5.85,44.34,1.06,0.30,-1.0,-1.0416666666666659,jungle lane,2803,IRON,-0.9600000000000009
Naafiri,47.48,-6.2,44.34,6.86,17.04,26.0,8.28025477707008,middle lane,18188,IRON,3.1399999999999935
Smolder,47.64,-6.25,44.34,8.07,5.21,28.0,8.484848484848492,bottom lane,21388,IRON,3.299999999999997
Graves,42.83,-6.8,44.34,2.99,2.81,-5.0,-3.3112582781456843,jungle lane,7926,IRON,-1.5100000000000051
Rell,48.08,-3.47,44.34,2.00,0.75,8.0,2.139037433155083,support lane,5293,IRON,3.739999999999995
Singed,48.31,-4.62,44.34,1.39,1.22,6.0,1.511335012594459,top lane,3695,IRON,3.969999999999999
Skarner,42.19,-7.5,44.34,0.71,0.15,-2.0,-0.9302325581395324,jungle lane,1870,IRON,-2.1500000000000057
Sion,49.35,-4.68,44.34,2.44,1.14,12.0,2.3952095808383245,top lane,6464,IRON,5.009999999999998
Jax,46.42,-5.4,44.34,7.52,9.77,17.0,8.17307692307693,jungle lane,19919,IRON,2.0799999999999983
Draven,43.96,-6.01,44.34,2.30,5.47,-1.0,-2.6315789473684035,bottom lane,6101,IRON,-0.38000000000000256
Seraphine,48.16,-4.32,44.34,20.39,8.68,85.0,22.2513089005236,support lane,54038,IRON,3.819999999999993
Nami,46.86,-2.95,44.34,4.17,0.98,11.0,4.365079365079372,support lane,11044,IRON,2.519999999999996
Jinx,43.54,-6.29,44.34,13.01,6.65,-11.0,-13.749999999999927,bottom lane,34491,IRON,-0.8000000000000043
Jhin,44.23,-5.69,44.34,12.24,6.10,-1.0,-9.09090909090855,bottom lane,32443,IRON,-0.11000000000000654
Ekko,44.7,-5.21,44.34,3.06,2.32,1.0,2.777777777777782,middle lane,8108,IRON,0.35999999999999943
Talon,39.92,-6.77,44.34,2.15,1.09,-10.0,-2.262443438914026,jungle lane,5697,IRON,-4.420000000000002
Caitlyn,44.41,-5.65,44.34,18.08,31.48,2.0,28.571428571431355,bottom lane,47923,IRON,0.06999999999999318
Shyvana,48.59,-5.93,44.34,8.39,7.88,39.0,9.176470588235293,jungle lane,22229,IRON,4.25
Xin Zhao,46.1,-5.53,44.34,8.77,3.92,16.0,9.0909090909091,jungle lane,23258,IRON,1.759999999999998
Vayne,43.55,-6.02,44.34,5.51,10.98,-5.0,-6.329113924050583,bottom lane,14600,IRON,-0.7900000000000063
Viego,44.15,-6.57,44.34,10.94,8.88,-2.0,-10.526315789473417,jungle lane,29001,IRON,-0.19000000000000483
Ashe,45.28,-5.19,44.34,16.82,10.49,18.0,19.148936170212814,bottom lane,44573,IRON,0.9399999999999977
Jarvan IV,44.04,-6.52,44.34,2.31,0.57,-1.0,-3.333333333333286,jungle lane,6124,IRON,-0.30000000000000426
Lee Sin,40.56,-6.53,44.34,6.58,7.79,-27.0,-7.142857142857141,jungle lane,17444,IRON,-3.780000000000001
Xerath,45.75,-3.64,44.34,5.00,11.45,8.0,5.6737588652482405,middle lane,13250,IRON,1.4099999999999966
Samira,44.38,-6.68,44.34,5.89,13.41,0.0,0.0,bottom lane,15621,IRON,0.03999999999999915
Anivia,43.9,-5.43,44.34,1.20,1.28,-1.0,-2.2727272727272476,middle lane,3191,IRON,-0.44000000000000483
Kog'Maw,45.76,-5.99,44.34,1.21,0.46,2.0,1.4084507042253576,bottom lane,3208,IRON,1.4199999999999946
Rek'Sai,39.6,-2.57,44.34,0.71,0.40,-3.0,-0.632911392405063,jungle lane,1889,IRON,-4.740000000000002
Twitch,44.49,-5.75,44.34,4.57,10.07,1.0,6.66666666666673,bottom lane,12102,IRON,0.14999999999999858
Karma,44.58,-5.44,44.34,2.04,1.02,0.0,0.0,support lane,5397,IRON,0.23999999999999488
Bel'Veth,41.57,-5.03,44.34,1.22,0.84,-3.0,-1.083032490974728,jungle lane,3231,IRON,-2.770000000000003
Zed,42.83,-6.32,44.34,6.55,18.34,-12.0,-7.947019867549642,middle lane,17372,IRON,-1.5100000000000051
Aurelion Sol,45.55,-5.11,44.34,2.28,1.32,3.0,2.4793388429752192,middle lane,6051,IRON,1.2099999999999937
Elise,41.21,-6.33,44.34,0.55,0.27,-2.0,-0.6389776357827471,jungle lane,1468,IRON,-3.1300000000000026
Ezreal,41.59,-5.04,44.34,9.33,6.23,-27.0,-9.818181818181818,bottom lane,24732,IRON,-2.75
Milio,47.19,-3.95,44.34,2.41,0.79,7.0,2.456140350877198,support lane,6391,IRON,2.8499999999999943
Lucian,41.29,-5.77,44.34,3.82,1.44,-12.0,-3.9344262295081913,bottom lane,10114,IRON,-3.0500000000000043
Olaf,43.98,-7.31,44.34,2.63,1.67,-1.0,-2.7777777777777275,top lane,6967,IRON,-0.36000000000000654
Irelia,43.78,-6.7,44.34,3.77,8.08,-2.0,-3.571428571428557,middle lane,9991,IRON,-0.5600000000000023
Yunara,42.13,-5.44,44.34,5.21,1.78,-12.0,-5.429864253393663,bottom lane,13822,IRON,-2.210000000000001
Vladimir,42.34,-7.29,44.34,1.63,2.41,-3.0,-1.5,middle lane,4317,IRON,-2.0
Kayn,44.78,-6.3,44.34,10.82,6.09,5.0,11.363636363636422,jungle lane,28674,IRON,0.4399999999999977
Kai'Sa,43.65,-5.8,44.34,8.94,2.26,-6.0,-8.695652173912983,bottom lane,23695,IRON,-0.6900000000000048
Corki,40.21,-8.57,44.34,0.69,0.30,-3.0,-0.7263922518159802,bottom lane,1818,IRON,-4.130000000000003
Shen,44.12,-4.52,44.34,1.44,0.52,0.0,0.0,top lane,3808,IRON,-0.22000000000000597
Vel'Koz,46.74,-5.25,44.34,3.03,1.76,7.0,2.9166666666666683,support lane,8021,IRON,2.3999999999999986
Yasuo,43.97,-7.35,44.34,12.14,21.27,-6.0,-16.21621621621602,middle lane,32179,IRON,-0.37000000000000455
Ambessa,40.44,-4.48,44.34,1.69,2.26,-7.0,-1.7948717948717923,jungle lane,4471,IRON,-3.9000000000000057
Miss Fortune,46.43,-5.42,44.34,26.76,14.79,66.0,31.578947368421108,bottom lane,70933,IRON,2.0899999999999963
Gangplank,42.75,-4.04,44.34,1.24,1.03,-2.0,-1.257861635220123,top lane,3275,IRON,-1.5900000000000034
Nidalee,36.04,-4.82,44.34,0.68,0.25,-6.0,-0.7228915662650599,jungle lane,1795,IRON,-8.300000000000004
Ahri,43.37,-5.27,44.34,11.91,5.81,-12.0,-12.37113402061848,middle lane,31579,IRON,-0.970000000000006
Zyra,47.72,-5.23,44.34,3.51,3.34,12.0,3.5502958579881705,support lane,9305,IRON,3.3799999999999955
Lissandra,43.47,-5.93,44.34,1.66,1.14,-1.0,-1.1494252873563158,middle lane,4398,IRON,-0.8700000000000045
Sona,46.49,-3.59,44.34,3.05,0.39,7.0,3.2558139534883743,support lane,8092,IRON,2.1499999999999986
Aphelios,43.63,-5.83,44.34,2.68,1.90,-2.0,-2.816901408450701,bottom lane,7093,IRON,-0.7100000000000009
Soraka,45.4,-5.33,44.34,2.33,1.23,3.0,2.8301886792452957,support lane,6178,IRON,1.0599999999999952
Jayce,39.69,-5.03,44.34,1.17,0.91,-5.0,-1.0752688172042997,top lane,3114,IRON,-4.650000000000006
Riven,40.01,-3.18,44.34,1.73,0.47,-8.0,-1.8475750577367183,top lane,4596,IRON,-4.330000000000005
Nautilus,44.64,-5.64,44.34,9.39,10.47,3.0,10.000000000000094,support lane,24885,IRON,0.29999999999999716
Varus,42.37,-5.13,44.34,5.31,2.21,-11.0,-5.583756345177648,bottom lane,14076,IRON,-1.970000000000006
Qiyana,38.12,-5.12,44.34,1.22,0.26,-8.0,-1.2861736334405132,middle lane,3224,IRON,-6.220000000000006
Thresh,43.95,-6.32,44.34,5.61,2.20,-2.0,-5.128205128205121,support lane,14869,IRON,-0.39000000000000057
Dr. Mundo,46.89,-5.32,44.34,4.60,8.75,13.0,5.09803921568628,top lane,12193,IRON,2.549999999999997
Ziggs,45.29,-5.17,44.34,2.41,1.45,2.0,2.1052631578947465,bottom lane,6383,IRON,0.9499999999999957
Yone,44.57,-6.98,44.34,12.67,10.12,3.0,13.043478260869742,middle lane,33573,IRON,0.22999999999999687
Lillia,46.89,-5.16,44.34,3.23,1.96,8.0,3.137254901960788,jungle lane,8561,IRON,2.549999999999997
Rengar,38.42,-7.01,44.34,2.07,1.12,-12.0,-2.0270270270270263,jungle lane,5490,IRON,-5.920000000000002
Nilah,45.27,-6.73,44.34,1.07,1.35,1.0,1.0752688172043015,bottom lane,2845,IRON,0.9299999999999997
Sivir,42.56,-3.12,44.34,2.49,1.34,-4.0,-2.2471910112359534,bottom lane,6593,IRON,-1.7800000000000011
Kled,45.26,-5.69,44.34,0.82,0.64,1.0,1.0869565217391368,top lane,2172,IRON,0.9199999999999946
Master Yi,43.77,-6.81,44.34,17.06,25.11,-13.0,-22.807017543859637,jungle lane,45213,IRON,-0.5700000000000003
Rumble,41.91,-4.24,44.34,1.17,0.51,-3.0,-1.2345679012345645,top lane,3097,IRON,-2.430000000000007
Briar,47.26,-6.07,44.34,7.96,14.91,27.0,9.246575342465771,jungle lane,21086,IRON,2.9199999999999946
Sylas,41.98,-6.83,44.34,6.91,9.51,-18.0,-7.627118644067775,middle lane,18302,IRON,-2.3600000000000065
Rammus,48.12,-5.09,44.34,2.52,5.65,10.0,2.6455026455026496,jungle lane,6690,IRON,3.779999999999994
Pantheon,43.9,-6.85,44.34,4.99,2.46,-2.0,-4.545454545454495,support lane,13213,IRON,-0.44000000000000483
Akali,42.59,-5.62,44.34,10.76,16.33,-23.0,-13.142857142857142,middle lane,28526,IRON,-1.75
Xayah,42.36,-6.99,44.34,2.76,0.60,-5.0,-2.52525252525252,bottom lane,7320,IRON,-1.980000000000004
Garen,45.08,-6.03,44.34,11.63,9.22,9.0,12.162162162162247,top lane,30816,IRON,0.7399999999999949
Leona,47.42,-5.73,44.34,6.78,8.42,23.0,7.467532467532472,support lane,17983,IRON,3.0799999999999983
Kalista,41.2,-3.5,44.34,1.13,0.53,-4.0,-1.273885350318471,bottom lane,2988,IRON,-3.1400000000000006
Hecarim,38.53,-7.03,44.34,2.98,0.63,-17.0,-2.925989672977624,jungle lane,7900,IRON,-5.810000000000002
Zeri,40.64,-4.51,44.34,1.41,0.23,-5.0,-1.3513513513513502,bottom lane,3730,IRON,-3.700000000000003
Bard,42.85,-5.74,44.34,1.62,0.66,-2.0,-1.3422818791946292,support lane,4289,IRON,-1.490000000000002
Kayle,44.49,-5.42,44.34,3.54,2.35,1.0,6.66666666666673,top lane,9387,IRON,0.14999999999999858
Tristana,42.86,-6.5,44.34,8.32,5.12,-13.0,-8.78378378378376,bottom lane,22060,IRON,-1.480000000000004
Orianna,41.15,-6.3,44.34,1.60,0.64,-5.0,-1.5673981191222546,middle lane,4236,IRON,-3.190000000000005
Lux,46.04,-5.37,44.34,21.31,28.01,50.0,29.411764705882426,support lane,56476,IRON,1.6999999999999957
Darius,41.39,-5.75,44.34,8.97,17.35,-32.0,-10.847457627118633,top lane,23765,IRON,-2.950000000000003
Kha'Zix,38.48,-5.7,44.34,3.07,1.61,-18.0,-3.071672354948802,jungle lane,8131,IRON,-5.8600000000000065
Syndra,43.61,-7.89,44.34,1.38,1.35,-1.0,-1.3698630136986227,middle lane,3669,IRON,-0.730000000000004
Ornn,45.73,-2.32,44.34,2.20,0.54,3.0,2.158273381294974,top lane,5838,IRON,1.3899999999999935
Pyke,42.77,-6.47,44.34,7.18,16.76,-14.0,-8.917197452229297,support lane,19030,IRON,-1.5700000000000003
Tryndamere,44.47,-8.53,44.34,3.97,4.28,1.0,7.692307692307962,top lane,10521,IRON,0.12999999999999545
Viktor,45.62,-4.99,44.34,2.22,1.38,3.0,2.343750000000011,middle lane,5885,IRON,1.279999999999994
Zac,42.78,-6.39,44.34,1.16,0.35,-2.0,-1.2820512820512802,jungle lane,3081,IRON,-1.5600000000000023
Udyr,43.27,-5.32,44.34,1.43,0.39,-2.0,-1.8691588785046724,jungle lane,3788,IRON,-1.0700000000000003
Diana,44.76,-5.23,44.34,5.52,5.66,2.0,4.761904761904823,middle lane,14630,IRON,0.4199999999999946
Senna,43.05,-5.29,44.34,3.78,1.19,-5.0,-3.875968992248043,support lane,10027,IRON,-1.2900000000000063
Shaco,42.01,-5.32,44.34,6.20,31.65,-21.0,-9.012875536480665,jungle lane,16425,IRON,-2.3300000000000054
Camille,38.92,-5.48,44.34,0.82,0.42,-4.0,-0.7380073800738005,top lane,2171,IRON,-5.420000000000002
Katarina,41.11,-6.52,44.34,3.76,5.00,-13.0,-4.02476780185758,middle lane,9960,IRON,-3.230000000000004
Lulu,42.33,-3.01,44.34,2.63,1.19,-5.0,-2.48756218905472,support lane,6960,IRON,-2.010000000000005
Zilean,44.67,-6.5,44.34,0.92,0.34,0.0,0.0,support lane,2449,IRON,0.3299999999999983
Nocturne,45.58,-5.08,44.34,9.81,11.84,14.0,11.290322580645208,jungle lane,25994,IRON,1.2399999999999949
Sejuani,46.29,-4.35,44.34,1.52,0.22,3.0,1.5384615384615419,jungle lane,4020,IRON,1.9499999999999957
Blitzcrank,44.94,-5.66,44.34,7.41,16.97,5.0,8.333333333333412,support lane,19637,IRON,0.5999999999999943
Ryze,43.22,-5.02,44.34,1.30,0.42,-1.0,-0.8928571428571392,middle lane,3450,IRON,-1.1200000000000045
Malphite,45.72,-3.73,44.34,6.02,11.31,9.0,6.5217391304348045,top lane,15966,IRON,1.3799999999999955
Twisted Fate,41.92,-7.74,44.34,1.28,0.25,-3.0,-1.2396694214876025,middle lane,3392,IRON,-2.4200000000000017
Urgot,45.7,-7.33,44.34,2.73,2.26,4.0,2.9411764705882364,top lane,7223,IRON,1.3599999999999994
Brand,47.46,-5.01,44.34,5.70,11.37,20.0,6.410256410256416,support lane,15119,IRON,3.1199999999999974
Kindred,40.48,-6.39,44.34,3.02,0.64,-12.0,-3.108808290155435,jungle lane,7992,IRON,-3.8600000000000065
Zaahen,41.65,-4.91,44.34,2.20,1.54,-6.0,-2.2304832713754608,top lane,5825,IRON,-2.690000000000005
Galio,45.12,-4.97,44.34,3.19,2.00,3.0,3.8461538461538756,middle lane,8466,IRON,0.779999999999994
Nunu & Willump,43.47,-4.34,44.34,2.37,0.52,-2.0,-2.2988505747126315,jungle lane,6280,IRON,-0.8700000000000045
Fiddlesticks,42.0,-5.39,44.34,1.86,0.63,-4.0,-1.7094017094017069,jungle lane,4926,IRON,-2.3400000000000034
Taliyah,38.69,-6.63,44.34,0.61,0.11,-3.0,-0.5309734513274331,middle lane,1618,IRON,-5.650000000000006
Rakan,45.12,-3.93,44.34,1.87,0.32,1.0,1.282051282051292,support lane,4949,IRON,0.779999999999994
Cassiopeia,41.85,-5.17,44.34,0.88,0.68,-2.0,-0.8032128514056218,middle lane,2344,IRON,-2.490000000000002
LeBlanc,41.05,-5.35,44.34,2.75,9.49,-10.0,-3.0395136778115446,middle lane,7288,IRON,-3.2900000000000063
Teemo,47.65,-4.67,44.34,9.19,25.51,41.0,12.386706948640501,top lane,24363,IRON,3.309999999999995
Vi,45.5,-5.89,44.34,4.36,0.76,5.0,4.31034482758622,jungle lane,11559,IRON,1.1599999999999966
Swain,45.82,-6.35,44.34,5.03,8.15,8.0,5.405405405405417,support lane,13329,IRON,1.4799999999999969
Aurora,42.42,-4.83,44.34,2.82,1.61,-6.0,-3.1249999999999973,middle lane,7470,IRON,-1.9200000000000017
Amumu,47.45,-6.17,44.34,5.03,3.40,16.0,5.144694533762059,jungle lane,13332,IRON,3.1099999999999994
Fiora,39.83,-8.68,44.34,2.07,1.59,-9.0,-1.9955654101995544,top lane,5476,IRON,-4.510000000000005
Zoe,41.48,-4.16,44.34,2.86,2.80,-8.0,-2.797202797202791,middle lane,7578,IRON,-2.8600000000000065
Ivern,39.04,-6.88,44.34,0.59,0.32,-3.0,-0.5660377358490561,jungle lane,1555,IRON,-5.300000000000004
Warwick,45.51,-4.34,44.34,15.54,13.94,21.0,17.94871794871803,jungle lane,41199,IRON,1.1699999999999946
Janna,41.57,-5.45,44.34,0.79,0.15,-2.0,-0.7220216606498187,support lane,2105,IRON,-2.770000000000003
Aatrox,39.43,-5.95,44.34,4.12,5.41,-21.0,-4.276985743380852,top lane,10931,IRON,-4.910000000000004
Wukong,44.95,-5.81,44.34,2.46,0.56,2.0,3.278688524590167,jungle lane,6519,IRON,0.6099999999999994
Braum,46.19,-4.19,44.34,4.24,1.64,8.0,4.324324324324338,support lane,11225,IRON,1.8499999999999943
Poppy,45.75,-4.06,44.34,1.28,0.58,2.0,1.4184397163120601,support lane,3401,IRON,1.4099999999999966
Gwen,42.42,-5.64,44.34,2.86,1.71,-6.0,-3.1249999999999973,top lane,7569,IRON,-1.9200000000000017
Akshan,41.25,-7.55,44.34,1.38,1.34,-4.0,-1.2944983818770213,middle lane,3670,IRON,-3.0900000000000034
Heimerdinger,45.83,-3.51,44.34,3.62,10.68,6.0,4.026845637583906,top lane,9593,IRON,1.4899999999999949
Volibear,44.55,-6.17,44.34,5.47,4.67,1.0,4.761904761904904,jungle lane,14500,IRON,0.20999999999999375
Neeko,43.79,-5.52,44.34,5.04,2.21,-3.0,-5.454545454545412,support lane,13364,IRON,-0.5500000000000043
Evelynn,40.95,-4.59,44.34,2.44,1.19,-8.0,-2.3598820058997045,jungle lane,6455,IRON,-3.3900000000000006
Sett,46.68,-6.37,44.34,11.14,6.63,28.0,11.965811965811985,top lane,29534,IRON,2.3399999999999963
Maokai,46.88,-5.67,44.34,2.30,0.40,6.0,2.3622047244094495,support lane,6084,IRON,2.539999999999999
Nasus,45.42,-5.74,44.34,4.73,4.09,5.0,4.629629629629637,top lane,12544,IRON,1.0799999999999983
